,appid,Game,st_release_date,st_english,st_developer,st_publisher,st_achievements,st_positive_ratings,st_negative_ratings,st_average_playtime,st_median_playtime,st_owners,st_price,st_spy_action,st_spy_adventure,st_spy_casual,st_spy_indie,st_spy_simulation,st_spy_singleplayer,st_spy_strategy
7612,428760,hatch and slay,2015-12-22,1,Myrolit Studios,Myrolit Studios,28,23,18,0,0,0-20000,1.59,25,0,24,23,0,0,0
7613,428800,litecam game 5 120 fps game capture streamer,2015-12-18,1,Rsupport Inc.,Rsupport Inc.,0,41,53,0,0,0-20000,14.99,0,0,0,0,0,0,0
7614,428830,save the dodos,2016-04-22,1,3DDUO,SOEDESCO Publishing,43,123,14,0,0,20000-50000,1.99,0,0,59,59,0,33,0
7615,428860,red haze,2017-02-13,1,Yai Gameworks,Yai Gameworks,37,117,21,0,0,0-20000,2.28,0,34,0,29,0,0,0
7616,428870,take the dream 9,2016-04-01,1,Yai Gameworks,Yai Gameworks,0,113,29,0,0,50000-100000,0.0,0,33,0,29,0,6,0
7617,428880,the quest,2016-02-19,1,Redshift,Redshift,60,243,39,0,0,0-20000,6.99,0,28,0,28,0,11,0
7618,428900,linea the game,2016-01-04,1,KHB-Soft,KHB-Soft,21,730,109,223,244,100000-200000,1.59,34,0,38,39,0,0,0
7619,428920,winkings,2016-10-28,1,Lemondo Games,Lemondo Games,26,11,5,0,0,0-20000,3.99,23,0,0,11,0,11,0
7620,428930,into the belly of the beast,2016-06-22,1,Lucky Brograms,Lucky Brograms,30,6,0,0,0,0-20000,10.99,24,22,22,21,0,0,0
7621,428940,contasion 2,2016-04-22,1,Alex Woodcock,Alex Woodcock,0,3,7,0,0,0-20000,4.99,22,0,0,22,0,0,0
7622,428950,kivi toilet and shotgun,2016-01-15,1,16bit Nights,Back To Basics Gaming,0,237,240,218,216,500000-1000000,0.79,26,24,26,28,0,0,0
7623,428980,ethereal legends,2017-02-21,1,Soverance Studios,Soverance Studios,11,7,14,0,0,0-20000,6.99,25,23,0,21,0,0,0
7624,429020,lone wolf horizon,2016-02-12,1,m4g,M4GDEV,14,26,49,0,0,0-20000,6.99,34,35,33,34,0,14,20
7625,429040,furfly,2015-12-18,1,SMD Gaming Studio,SMD Gaming Studio,0,16,3,0,0,0-20000,0.79,23,0,0,24,0,0,0
7626,429050,feed and grow fish,2016-01-08,1,Old B1ood,Greens s.r.o.,19,1341,550,197,256,100000-200000,10.99,82,31,0,62,118,34,0
7627,429060,zombie wars invasion,2016-01-14,1,DNZY Games,DNZY Games,13,47,39,349,425,20000-50000,1.99,0,0,23,23,0,0,24
7628,429180,project cars pagani edition,2016-10-28,1,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,0,598,402,15906,48,200000-500000,0.0,0,0,0,0,84,35,0
7629,429200,super helmets on fire dx ultra edition plus alpha,2016-02-15,1,Ripper Games,GamesBoosters;Ripper Games,24,24,16,0,0,0-20000,0.79,34,0,0,33,0,0,0
7630,429220,fullblast,2016-01-28,1,UFO Crash Games,UFO Crash Games,10,44,15,0,0,0-20000,4.79,24,0,25,23,0,0,0
7631,429270,didgery,2017-03-10,1,Lotus Games,Zen Labs,15,7,1,0,0,0-20000,1.59,0,0,22,22,0,0,0
7632,429280,gems of the aztecs,2016-04-22,1,Wellore,8Floor,0,73,34,351,357,20000-50000,3.99,0,0,27,0,0,0,0
7633,429300,sepia tears,2016-01-08,1,Scarlet String Studios,Scarlet String Studios,11,713,85,97,97,100000-200000,0.0,0,10,31,36,30,0,0
7634,429330,stikbold a dodgeball adventure,2016-04-01,1,Game Swing,Curve Digital,26,286,41,188,188,50000-100000,7.99,32,14,0,29,0,0,0
7635,429350,satellite rush,2016-11-16,1,Kimeric Labs,Plug In Digital,10,35,5,0,0,0-20000,3.99,24,0,0,23,0,0,0
7636,429360,lupinball,2017-08-17,1,Craftven,Craftven,24,53,0,0,0,0-20000,6.99,34,0,22,31,0,0,19
7637,429390,xenoshyft,2016-03-29,1,Cool Mini or Not,Asmodee Digital,19,40,22,0,0,0-20000,6.99,0,0,22,21,0,0,21
7638,429470,space pilgrim episode i alpha centauri,2015-12-21,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,7,749,113,321,306,200000-500000,0.9,0,72,29,41,0,15,0
7639,429480,vision runner,2016-10-19,1,Snowbit Interactive,Snowbit Interactive,5,3,3,0,0,0-20000,7.19,0,0,0,23,0,0,0
7640,429490,resilience wave survival,2015-12-23,1,Jimbob Games,Jimbob Games,81,103,60,9,9,0-20000,7.19,46,37,37,39,0,7,0
7641,429520,falcon gold,2016-01-08,1,Spectrum Holobyte,Retroism,0,12,2,0,0,0-20000,4.99,0,0,0,0,25,0,0
7642,429530,falcon 40,2016-01-08,1,Microprose,Retroism,0,63,23,0,0,0-20000,4.99,0,0,0,0,35,0,0
7643,429540,prime world defenders 2,2018-11-29,1,Nival,Nival,44,543,110,0,0,100000-200000,0.0,0,0,0,0,0,14,25
7644,429580,a wild catgirl appears,2016-01-04,1,NewWestGames,NewWestGames,5,136,105,274,274,20000-50000,1.99,0,23,0,0,0,0,0
7645,429600,fairy tale mysteries the puppet thief,2016-01-07,1,The House of Fables;Gogii Games,Artifex Mundi,17,133,81,0,0,20000-50000,6.99,0,35,35,10,0,14,0
7646,429610,the emerald maiden symphony of dreams,2016-02-18,1,GOGII Games,Artifex Mundi,13,208,43,132,263,50000-100000,6.99,0,48,39,13,0,14,0
7647,429620,dungeon rushers crawler rpg,2016-09-06,1,Goblinz Studio,Goblinz Studio;WhisperGames,25,609,252,863,1392,20000-50000,10.99,0,0,0,46,0,17,54
7648,429660,tales of berseria,2017-01-26,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,51,7427,536,2398,2878,200000-500000,39.99,219,136,0,0,0,145,0
7649,429680,spellweaver,2016-02-01,1,Dream Reactor,Dream Reactor,20,905,321,77,123,200000-500000,0.0,0,0,0,44,0,0,56
7650,429690,astro duel,2016-02-22,1,Rusty Moyher,Wild Rooster,14,39,3,0,0,0-20000,5.79,32,0,0,31,0,0,0
7651,429700,squirbs,2016-01-06,1,Team Indev,Team Indev,8,261,138,232,282,100000-200000,1.59,21,21,0,24,0,7,0
7652,429720,imscared,2016-02-03,1,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,11,592,57,0,0,20000-50000,2.79,0,33,0,39,0,19,0
7653,429780,bunny hop league,2017-04-27,1,PolyDigital,PolyDigital,57,429,167,94,129,20000-50000,4.79,0,0,0,28,0,0,0
7654,429790,adventurequest 3d,2016-10-19,1,"Artix Entertainment, LLC","Artix Entertainment, LLC",0,2699,1115,332,221,500000-1000000,0.0,87,123,0,59,0,0,0
7655,429830,unseen diplomacy,2016-04-04,1,Triangular Pixels,Triangular Pixels,0,134,15,0,0,20000-50000,1.99,24,0,0,23,24,0,0
7656,429940,the sad story of emmeline burns,2016-01-05,1,ebi-hime,ebi-hime,8,554,48,0,0,50000-100000,0.0,0,24,30,33,0,5,0
7657,429950,abo mando,2015-12-31,1,UNDEAD,Andrés Calva;Luis Calva,10,18,47,275,294,20000-50000,0.79,22,20,0,21,0,0,0
7658,430020,dance of death,2015-12-21,1,eight game studio,RunServer,0,177,105,0,0,20000-50000,2.79,0,30,22,15,0,18,0
7659,430070,never again,2017-08-31,1,Primary Games,Primary Games,20,164,38,0,0,0-20000,5.79,0,34,0,35,0,17,0
7660,430080,elysium blood games,2016-01-05,1,SimProse Studios,SimProse Studios,0,51,25,225,239,50000-100000,1.59,0,0,33,33,33,0,32
7661,430100,darkcase the basement,2018-06-05,1,TrerPlay,TrerPlay,0,8,3,0,0,0-20000,1.69,0,0,21,22,22,0,22
7662,430170,babel choice,2016-02-12,1,Sogoal,Sogoal,163,69,28,0,0,0-20000,6.99,21,0,0,21,0,0,0
7663,430190,wondershot,2016-02-19,1,Leikir Studio,Leikir Studio,56,19,3,0,0,0-20000,9.99,0,0,0,22,0,0,0
7664,430210,megaton rainfall,2017-11-17,1,"Pentadimensional Games, SL","Pentadimensional Games, SL",14,633,231,0,0,50000-100000,11.99,34,0,0,31,0,5,0
7665,430230,grass max,2016-06-22,1,AAAGAMES,AAAGAMES,34,14,4,0,0,0-20000,3.99,32,0,22,40,0,0,0
7666,430240,duplexer,2016-01-29,1,Vantage Games,Vantage Games,21,8,5,0,0,0-20000,2.09,0,0,0,42,0,0,0
7667,430280,nature defenders,2015-12-21,1,Nordic Mist Games,Nordic Mist Games,0,5,3,0,0,0-20000,3.99,0,0,21,21,0,0,21
7668,430290,shmups skill test,2016-06-09,1,TRIANGLE SERVICE,Degica,24,32,2,59,59,0-20000,3.99,22,0,0,0,0,0,0
7669,430300,minus zero,2016-06-16,1,TRIANGLE SERVICE,Degica,8,7,4,0,0,0-20000,1.59,22,0,0,0,0,0,0
7670,430410,memoranda,2017-01-25,1,Bit Byterz,Digital Dragon,11,78,24,0,0,0-20000,10.99,0,29,0,26,0,0,0
7671,430890,rytmik player,2017-04-21,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",7,21,2,0,0,0-20000,0.0,0,0,0,11,0,0,0
7672,430930,z year one,2017-02-22,1,Downward Viral,Downward Viral,0,30,8,0,0,0-20000,10.99,0,0,0,30,0,0,33
7673,430960,lucy the eternity she wished for,2016-02-28,1,Modern Visual Arts Laboratory;SEO INSEOK,Modern Visual Arts Laboratory,0,5341,238,213,317,100000-200000,6.99,0,37,60,68,84,83,0
7674,431030,the music room,2017-08-17,1,Chroma Coda,Chroma Coda,0,0,1,0,0,0-20000,98.99,0,0,0,0,0,0,0
7675,431120,tethered,2017-02-27,1,Secret Sorcery Limited,Secret Sorcery Limited,31,117,24,0,0,0-20000,18.99,0,0,0,25,0,8,27
7676,431180,wolfquest,2016-03-25,1,eduweb,eduweb,110,959,121,0,0,50000-100000,6.99,14,40,0,31,80,37,0
7677,431200,disastr_blastr,2016-11-21,1,Dog Theory,Dog Theory,39,41,4,445,445,20000-50000,1.69,23,0,0,23,0,0,0
7678,431220,porradaria 2 pagode of the night,2016-03-08,0,CleanWaterSoft,CleanWaterSoft,38,92,85,0,0,50000-100000,7.19,36,34,0,37,0,0,0
7679,431230,tiny guardians,2016-03-23,1,Kurechii,Kurechii,16,98,24,221,221,0-20000,6.99,0,22,0,23,0,0,22
7680,431240,golf with your friends,2016-01-29,1,Blacklight Interactive,Team17 Digital Ltd,39,15946,1723,323,295,1000000-2000000,4.79,0,0,167,109,63,97,58
7681,431250,mushroom wars,2016-04-07,1,Zillion Whales;Creat Studios,Zillion Whales,15,275,66,556,556,50000-100000,6.99,69,0,0,68,0,15,76
7682,431260,cursed,2016-06-17,1,Jetdogs Studios,Jetdogs Studios,12,410,106,0,0,20000-50000,3.99,0,34,0,31,0,0,0
7683,431280,tiny tall gleipnir,2018-09-04,1,tT Studios,Plug In Digital,9,111,3,126,126,0-20000,12.49,0,23,0,24,0,0,0
7684,431290,level 22 garys misadventure 2016 edition,2016-02-11,1,Moving Player,Plug In Digital,21,26,11,0,0,0-20000,6.29,24,0,0,22,0,0,0
7685,431300,classic fun collection 5 in 1,2016-04-29,1,3DDUO,Fun4Family;Plug In Digital,0,6,5,0,0,0-20000,2.79,0,0,23,0,0,0,0
7686,431330,dungeons are random,2016-01-05,1,PIXELBUG,PIXELBUG,0,11,15,0,0,0-20000,1.59,23,0,0,23,0,0,0
7687,431370,diorama no3 the marchland,2016-04-05,1,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,0,12,4,0,0,0-20000,1.99,0,0,21,21,20,0,0
7688,431390,diorama no1 blocked in,2016-04-05,1,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,0,20,7,0,0,0-20000,0.0,0,0,22,21,20,0,0
7689,431450,alchemists awakening,2016-03-21,1,Osaris Games,Osaris Games,0,232,59,119,119,0-20000,11.99,29,0,0,31,0,0,0
7690,431460,midnight,2016-01-28,1,Petite Games,Petite Games,0,45,15,0,0,0-20000,1.99,0,24,24,25,0,0,0
7691,431470,inside the code,2016-01-08,1,CPsoft,CPsoft,0,0,1,0,0,0-20000,2.89,0,20,0,0,0,0,20
7692,431500,clash of the monsters,2016-04-13,1,Cadence Games,Cadence Games,0,175,173,1,1,100000-200000,0.0,28,0,0,29,0,0,0
7693,431540,frosty kiss,2016-01-08,1,2Chance Projects;IIchan Eroge Team,2Chance Projects,6,1103,125,22,27,100000-200000,0.0,0,43,35,49,0,16,0
7694,431560,hard room,2016-01-21,1,Evgeny Shcherbakov;Denis Ovsyannikov,Atriagames,11,275,120,242,250,200000-500000,1.99,36,0,0,37,0,18,0
7695,431590,earn to die 2,2016-05-05,1,Toffee Games,Not Doppler,21,304,35,912,912,20000-50000,3.99,40,0,0,32,0,0,0
7696,431600,automobilista,2016-08-24,1,Reiza Studios,Reiza,34,955,141,0,0,50000-100000,22.99,0,0,0,0,47,0,0
7697,431610,huberts island adventure mouse o war,2016-02-03,1,Cheese and Bacon Games,Cheese and Bacon Games,0,6,2,0,0,0-20000,3.99,22,21,0,21,0,0,0
7698,431630,action legion,2016-04-19,1,Aeonic Entertainment,Aeonic Entertainment,11,22,5,0,0,0-20000,4.79,21,0,0,21,0,0,0
7699,431640,doodle kingdom,2016-06-09,1,JoyBits Ltd.,JoyBits Ltd.,14,53,65,263,271,50000-100000,6.19,22,0,45,44,39,0,0
7700,431650,phoning home,2017-02-07,1,ION LANDS,ION LANDS,52,390,158,0,0,20000-50000,14.99,42,51,0,42,0,23,0
7701,431680,nuts the battle of the bulge,2016-02-12,1,HexWar Games,HexWar Games,11,14,17,190,190,0-20000,6.99,0,0,0,0,0,0,21
7702,431700,age of fear 3 the legend,2017-09-01,1,Leslaw Sliwko,Age of Fear,35,112,8,0,0,0-20000,19.99,0,13,0,27,0,19,35
7703,431710,space pilgrim episode ii epsilon indi,2016-01-08,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,7,310,52,330,347,200000-500000,0.9,0,60,21,36,0,6,0
7704,431740,chowderchu,2016-01-04,1,Ryan Jensen,Ryan Jensen,11,30,21,268,268,20000-50000,2.09,22,22,0,22,0,0,0
7705,431750,iron sea defenders,2016-09-09,1,Creobit,8Floor,12,76,26,320,338,20000-50000,3.99,0,0,24,23,0,0,23
7706,431770,rivalry,2016-01-22,1,Kew McParlane,My64K,0,71,4,0,0,0-20000,2.09,0,0,22,22,21,0,23
7707,431810,rencounter,2016-11-04,1,SPVD,GrabTheGames,19,132,58,5,5,20000-50000,4.79,0,0,12,37,10,0,36
7708,431830,drift into eternity,2016-12-13,1,We Are Bots,We Are Bots,19,27,7,178,178,0-20000,15.49,33,33,0,33,0,0,0
7709,431840,3drpg,2016-01-12,1,Doomster Entertainment,Doomster Entertainment,30,84,61,0,0,20000-50000,3.99,0,35,0,32,0,0,0
7710,431850,projector face,2016-06-01,1,Fluik Entertainment Inc,Fluik Entertainment Inc,5,53,11,0,0,0-20000,3.99,0,36,23,33,0,14,0
7711,431860,color chemistry,2016-02-25,1,voldan,voldan,22,26,8,0,0,0-20000,1.59,0,0,22,22,0,0,22
7712,431870,castle torgeath descent into darkness,2016-12-15,1,Dungeoneering Studios,Black Shell Media,14,54,24,0,0,0-20000,5.79,26,35,0,26,0,0,0
7713,431910,psychocat the answer,2016-01-11,1,Chewa,Chewa,9,171,43,0,0,0-20000,0.79,21,0,22,22,0,0,0
7714,431930,kabounce,2018-05-29,1,Stitch Heads Entertainment,Stitch Heads Entertainment,50,228,17,0,0,20000-50000,11.99,88,0,0,83,0,0,0
7715,431960,wallpaper engine,2018-11-16,1,Kristjan Skutta,Kristjan Skutta,17,63623,1947,1731,542,5000000-10000000,2.79,0,0,17,8,0,22,0
7716,431990,lockedin syndrome,2016-01-07,1,Studio48,Studio48,0,126,145,183,203,200000-500000,1.99,23,0,0,24,0,0,0
7717,432010,worlds dawn,2016-01-25,1,Wayward Prophet,Wayward Prophet,30,431,97,243,243,20000-50000,6.99,0,0,36,40,39,14,0
7718,432020,whats under your blanket,2016-01-05,1,5Wolf,5Wolf,14,2207,422,150,170,200000-500000,0.79,23,0,0,43,89,58,6
7719,432100,negligee,2016-10-19,1,Dharker Studio,Dharker Studio,17,472,117,368,457,50000-100000,10.29,0,0,51,44,0,0,0
7720,432130,break chance memento,2016-02-12,1,Cyanide Tea,Cyanide Tea,9,24,4,0,0,0-20000,10.99,0,23,0,23,0,0,0
7721,432170,silver knight,2016-01-15,1,Wojciech Krupinski,KrupinskiArt,0,36,28,389,409,50000-100000,1.59,24,24,23,24,0,0,0
7722,432180,discouraged workers teen,2016-03-21,1,YGGDRASIL STUDIO,YGGDRASIL STUDIO,14,27,6,0,0,0-20000,3.99,0,53,0,54,0,40,0
7723,432190,chefitaire usa,2016-01-15,1,The Revills Games,The Revills Games,20,87,12,0,0,0-20000,1.99,0,0,26,24,0,0,0
7724,432230,axe bow staff,2016-09-29,1,Clewcat Games,Clewcat Games,20,25,5,0,0,0-20000,3.99,22,0,0,22,0,0,0
7725,432240,underdread,2016-03-01,1,Bigzur Games,Bigzur Games,0,53,28,0,0,0-20000,3.99,0,37,0,36,0,0,0
7726,432250,soviet city,2016-03-31,1,chickeninthecornstudio,chickeninthecornstudio,0,66,33,0,0,0-20000,8.99,0,0,0,34,31,0,34
7727,432260,tiltagon,2016-03-29,1,Kiemura Ltd,Kiemura Ltd,48,54,17,9,9,20000-50000,1.99,21,0,22,22,0,0,0
7728,432270,no seat,2016-12-19,1,khos85,khos85,4,1,4,0,0,0-20000,1.99,0,0,0,22,22,0,0
7729,432280,battlestorm,2016-03-24,1,Icy Studios,Icy Studios,24,42,12,219,235,20000-50000,1.99,22,0,21,21,0,0,0
7730,432290,elemental heroes,2016-03-03,1,mPower Games Studio,mPower Games Studio,21,75,58,0,0,50000-100000,0.0,0,0,0,24,0,0,40
7731,432310,virtual pool 4 multiplayer,2016-06-13,1,Celeris,Celeris,0,24,21,0,0,20000-50000,0.0,0,0,0,0,0,0,0
7732,432330,rytmik lite chiptune synthesizer,2016-01-26,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",11,44,19,0,0,0-20000,4.79,0,0,0,13,0,0,0
7733,432350,epic battle fantasy 5,2018-11-30,1,Matt Roszak,Matt Roszak,102,1073,19,0,0,50000-100000,11.49,0,68,0,35,0,32,59
7734,432370,sethian,2016-11-09,1,"Duang! Games, LLC","Duang! Games, LLC",0,49,6,0,0,0-20000,3.99,0,0,0,24,0,0,0
7735,432380,hydra slayer,2016-03-24,1,Zeno Rogue,Zeno Rogue,57,18,2,0,0,0-20000,4.79,0,0,0,12,0,12,35
7736,432390,weekend drive,2019-03-14,1,GTGD,GTGD,0,2,0,0,0,0-20000,7.19,21,0,0,21,0,0,0
7737,432410,the sacred stone,2016-01-29,1,Panzer Gaming,Panzer Gaming Studios,0,8,7,234,270,20000-50000,15.49,22,22,0,21,0,0,0
7738,432420,ludoria,2017-03-03,1,Eminent Softworks,Eminent Softworks,8,9,9,0,0,0-20000,14.99,0,25,0,24,0,0,0
7739,432470,magdalena,2016-02-22,1,MagdalenaTeam,MagdalenaTeam,0,102,137,205,225,200000-500000,1.99,0,35,0,35,0,0,0
7740,432480,grenade madness,2016-04-15,1,Touch Orchestra,Touch Orchestra,41,19,2,0,0,0-20000,6.99,31,0,0,21,0,0,0
7741,432490,atom grrrl,2016-03-01,1,Cosmillica,Sekai Project,0,14,6,0,0,0-20000,6.99,0,0,24,23,0,0,0
7742,432500,evertown,2016-01-11,1,indiemaatheus,indiemaatheus,0,50,55,0,0,0-20000,1.99,0,0,0,26,0,0,26
7743,432540,devil sealing stone,2016-04-11,1,WJLEGAME,WJLEGAME,0,3,4,0,0,0-20000,5.59,23,22,0,22,0,0,0
7744,432620,mimic arena,2016-05-17,1,Tiny Horse Games,Tiny Horse Games,0,10,2,0,0,0-20000,5.59,24,0,24,22,0,0,0
7745,432640,buriedtown,2016-01-22,1,Dice7,Locojoy,29,18,23,0,0,0-20000,4.99,24,22,0,24,0,0,24
7746,432720,welkin road,2016-04-13,1,Gregor Panič,Nkidu Games Inc.,30,53,19,0,0,0-20000,10.29,22,22,0,22,0,0,0
7747,432770,small town terrors livingston,2016-01-18,1,Gunnar Games,Viva Media,0,32,13,0,0,0-20000,6.99,0,23,21,0,0,0,0
7748,432780,dream catcher chronicles manitou,2016-02-11,1,Viva Media,Dream Catcher Chronicles,0,13,10,0,0,0-20000,6.99,0,22,23,0,0,0,0
7749,432790,angel flare,2017-07-21,1,Kuchnier Games,Kuchnier Games,23,5,1,0,0,0-20000,7.19,21,0,0,21,0,0,0
7750,432870,special tactics,2016-04-26,1,Beast Mode Games,Beast Mode Games,10,39,11,0,0,0-20000,3.99,33,0,0,22,0,0,31
7751,432890,quote,2017-01-31,1,Vindit,Vindit,0,9,4,0,0,0-20000,10.99,22,22,0,21,0,0,0
7752,432940,breakneck,2017-12-07,1,PikPok,PikPok,37,67,10,0,0,0-20000,7.19,24,0,0,0,0,0,0
7753,432950,orange moon,2017-09-27,1,Betelgeuse Zero,Betelgeuse Zero,38,58,28,284,284,0-20000,6.99,34,31,0,33,0,0,0
7754,432980,inversus deluxe,2016-08-16,1,Hypersect,Hypersect,12,149,9,0,0,0-20000,10.99,31,0,23,28,0,0,28
7755,432990,green game timeswapper,2016-04-04,1,iFun4all S.A.,iFun4all S.A.,15,42,4,249,249,0-20000,1.99,21,0,0,23,0,0,0
7756,433000,lost lands the golden curse,2016-03-24,1,FIVE-BN GAMES,FIVE-BN GAMES,22,366,19,0,0,0-20000,4.99,0,27,25,0,0,0,0
7757,433100,the town of light,2016-02-26,1,LKA,LKA;Wired Productions,20,717,172,0,0,20000-50000,13.99,0,86,0,91,0,0,0
7758,433110,zipple world,2016-01-19,1,Alternative Dreams,Strategy First,41,16,11,0,0,0-20000,3.99,0,0,0,22,0,0,0
7759,433120,crash landing,2016-02-04,1,Claws of Lorek,Strategy First,0,3,6,0,0,0-20000,6.99,0,0,0,23,0,0,0
7760,433130,warbirds dogfights,2016-01-14,1,iEntertainment Network Inc,iEntertainment Network Inc,0,4,5,0,0,0-20000,14.99,23,0,0,0,23,0,0
7761,433170,die young,2017-06-05,1,IndieGala,IndieGala,0,433,101,419,419,20000-50000,10.99,62,64,0,38,44,41,0
7762,433190,cdf starfighter vr,2017-05-26,1,MAG Studios,MAG Studios,47,57,33,0,0,0-20000,14.99,31,31,31,31,33,0,0
7763,433210,rhinos rage,2016-03-04,1,Defroids,Defroids,43,33,58,95,95,50000-100000,3.99,0,0,0,23,0,0,34
7764,433280,warlords battlecry 4,2016-01-22,1,Infinite Interactive,Retroism;Enlight Software Limited,0,250,68,134,134,20000-50000,6.99,0,0,0,0,0,0,40
7765,433340,slime rancher,2017-08-01,1,Monomi Park,Monomi Park,57,24205,965,1314,827,1000000-2000000,14.99,354,1275,594,504,637,1237,0
7766,433350,blackshot mercenary warfare fps,2016-05-31,1,Vertigo Games America,Papaya Play;Vertigo Games America,48,1258,1182,85,112,500000-1000000,0.0,221,0,114,12,0,54,0
7767,433360,drawn dark flight,2016-01-19,1,Big Fish Studios,"Big Fish Games, Inc.",0,6,6,0,0,0-20000,6.99,0,23,22,0,0,0,0
7768,433380,back in 1995,2016-04-28,1,Throw the warped code out,Degica,12,48,24,0,0,0-20000,7.19,24,22,0,23,0,0,0
7769,433400,kim,2016-10-24,1,The Secret Games Company,The Secret Games Company,43,51,7,0,0,0-20000,10.99,0,32,0,32,0,0,0
7770,433450,inferno climber,2016-09-08,1,Arc System Works,Arc System Works,34,43,23,0,0,0-20000,11.39,32,0,0,0,0,13,0
7771,433480,rayon riddles rise of the goblin king,2016-11-11,1,Lost The Game Studios,bitComposer Interactive GmbH,29,11,0,0,0,0-20000,8.99,0,31,0,10,0,11,30
7772,433490,super flippin phones,2016-02-18,1,BlauwPrint;3xBlast,BlauwPrint,18,25,4,0,0,0-20000,1.99,43,0,33,23,0,0,0
7773,433530,heliborne,2017-10-12,1,JetCat Games,Klabater,50,1379,348,0,0,50000-100000,15.49,91,0,30,65,15,18,12
7774,433570,side quest,2016-02-15,1,Miris Mind,Miris Mind,33,7,3,0,0,0-20000,4.99,22,23,0,22,0,0,0
7775,433580,timelapse,2016-01-21,1,GTE Entertainment,Nightdive Studios,0,13,3,0,0,0-20000,4.79,0,23,0,0,0,0,0
7776,433590,the song of seven overture,2016-05-17,1,Enlightened Games,Enlightened Games,10,32,8,0,0,0-20000,5.59,0,22,0,23,0,0,0
7777,433600,a legend of luca,2016-04-05,1,Legend Studio,Legend Studio,15,162,32,0,0,0-20000,14.99,38,33,0,33,0,0,0
7778,433630,vramp,2016-05-27,1,Oriku Inc,Oriku Inc,0,31,11,0,0,0-20000,3.99,0,0,31,31,0,10,0
7779,433650,book of merlin,2016-07-22,1,乐客游戏,乐客游戏,0,16,17,0,0,0-20000,1.99,0,11,0,11,31,0,0
7780,433660,blockpocalypse,2016-10-05,1,dimeStudios,dimeStudios,0,10,2,1,1,0-20000,10.99,23,0,23,23,0,0,0
7781,433670,professional farmer 2017,2016-03-23,1,VIS-Games,United Independent Entertainment GmbH,30,63,116,0,0,20000-50000,10.99,0,0,0,0,43,0,0
7782,433700,carpe lucem seize the light vr,2016-04-05,1,Hammer Labs,Application Systems Heidelberg,0,40,5,0,0,0-20000,10.99,0,0,43,42,11,11,32
7783,433750,the grandfather,2016-05-03,1,Mikeypoo's Games;David Szymanski,Plug In Digital,0,60,41,0,0,20000-50000,0.0,0,24,0,25,0,0,0
7784,433790,wooden floor 2 resurrection,2016-01-11,1,pheenix93,pheenix93,0,23,21,241,241,20000-50000,1.69,0,23,0,22,0,0,0
7785,433830,rescue from goblin deep,2016-01-25,1,Duncan Perham;Steve Tierney,Floating Brain Limited,86,4,2,0,0,0-20000,5.99,22,23,0,23,0,0,22
7786,433840,trulon the shadow engine,2016-03-01,1,Kyy Games,Headup Games,15,38,18,0,0,0-20000,14.99,0,0,0,34,0,0,23
7787,433850,z1 battle royale,2018-02-28,1,NantG,Daybreak Game Company,0,111434,91664,3142,162,10000000-20000000,0.0,929,505,0,0,0,0,0
7788,433890,mechoecho,2016-05-18,1,Resilient Games Ltd.,Resilient Games Ltd.,16,33,4,0,0,0-20000,6.99,0,0,0,19,19,0,20
7789,433900,helium,2017-03-10,1,rocketship,rocketship,9,42,33,0,0,20000-50000,3.99,23,22,0,23,0,0,0
7790,433910,neon drive,2016-05-12,1,Fraoula,Fraoula,16,1149,241,368,368,50000-100000,6.99,44,0,0,45,0,17,0
7791,433920,aveyond 4 shadow of the mist,2016-02-01,1,"Amaranth Games, LLC",Degica,0,116,5,0,0,0-20000,10.99,0,25,0,24,0,0,0
7792,433950,bit blaster xl,2016-01-22,1,Nickervision Studios,Nickervision Studios,17,5221,145,125,156,200000-500000,0.79,62,0,59,69,0,36,0
7793,434000,paws a shelter 2 game,2016-03-24,1,Might and Delight,Might and Delight,19,356,40,0,0,20000-50000,10.99,0,58,44,45,20,20,0
7794,434020,last hope tower defense,2016-04-13,1,JE Software,JE Software,27,242,47,0,0,50000-100000,5.99,0,24,0,25,0,0,25
7795,434030,aerofly fs 2 flight simulator,2017-11-20,1,IPACS,IPACS,0,787,280,17954,17954,20000-50000,44.99,0,0,0,30,79,10,0
7796,434050,duke nukem 3d 20th anniversary world tour,2016-10-11,1,"Nerve Software, Gearbox Software, LLC",Gearbox Publishing,27,806,177,55,55,50000-100000,14.99,55,39,0,0,0,27,0
7797,434070,plight of the zombie,2016-02-22,1,"Spark Plug Games, LLC","Spark Plug Games, LLC",0,27,6,0,0,0-20000,2.09,0,0,0,23,0,0,0
7798,434090,bridge 2,2016-04-21,1,toxtronyx interactive GmbH,Aerosoft GmbH,0,18,28,0,0,0-20000,9.0,0,0,0,0,22,0,22
