,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
3679,Rock Band,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Wii,80,6.2,4  Online
3680,LEGO Batman: The Videogame,2008,Traveller'sTales,Action Adventure;Modern;General;Modern,PC,80,7.7,No Online Multiplayer
3681,LEGO Indiana Jones: The Original Adventures,2008,TTFusion,Action Adventure;Adventure;Historic;General,DS,80,7.8,1-2 
3682,Valkyrie Profile: Lenneth,2006,TOSE,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,80,8.6,No Online Multiplayer
3683,MLB Power Pros,2007,Konami,Sports;Traditional;Baseball;Arcade,PlayStation2,80,8.8,1-2 
3684,Kirby: Triple Deluxe,2014,HALLabs,General;General;Action;Platformer;2D,3DS,80,8.7,No Online Multiplayer
3685,Stacking,2012,DoubleFineProductions,Miscellaneous;Puzzle;Action;Puzzle;Action,PC,80,7.9,1 Player
3686,Snoopy Flying Ace,2010,SmartBombInteractive,Action;Simulation;Flight;Flight;Combat,Xbox360,80,8.7,1-2 
3687,The Darkness,2007,Starbreeze,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,80,7.7,Up to 8 
3688,Age of Wonders III,2014,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,80,8.0,not specified
3689,Life is Strange: Episode 3 - Chaos Theory,2015,DONTNODEntertainment,Action Adventure;General,PC,80,8.9,not specified
3690,Magic: The Gathering - Duels of the Planeswalkers 2013,2012,StainlessGames,Strategy;Miscellaneous;Turn-Based;Card Battle;Card Battle,Xbox360,80,7.1,not specified
3691,Rocksmith,2011,Ubisoft,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,80,8.3,not specified
3692,The Legend of Heroes: Trails in the Sky SC,2015,Falcom,Console-style RPG;Role-Playing;Japanese-Style,PC,80,8.5,No Online Multiplayer
3693,FIFA Soccer 06,2005,EACanada,Sports;Traditional;Soccer;Sim,GameCube,80,8.2,1-4 
3694,inFamous: Second Son,2014,SuckerPunch,Sci-Fi;Action Adventure;Sci-Fi;Open-World,PlayStation4,80,8.0,No Online Multiplayer
3695,Guitar Hero Live,2015,FreeStyleGames,Action;Rhythm;Music,PlayStation4,80,6.1,not specified
3696,Tom Clancy's The Division,2016,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,XboxOne,80,6.9,Up to 16 
3697,Proteus,2013,EdKeyandDavidKanaga,Adventure;General;General;3D;First-Person;Fantasy,PC,80,5.6,not specified
3698,Hot Shots Tennis: Get a Grip,2010,ClapHanz,Sports;Traditional;Individual;Tennis;Tennis,PSP,80,8.0,1-4 
3699,Life is Strange: Before the Storm - Episode 1: Awake,2017,DeckNineGames,Action Adventure;General,PC,80,7.9,not specified
3700,Candle,2016,TekuStudios,Action;Platformer;Platformer;2D;2D,PC,80,7.7,No Online Multiplayer
3701,Hitman: Contracts,2004,IoInteractive,Action;Shooter;Third-Person;Modern,PlayStation2,80,8.2,1 Player
3702,Medal of Honor Infiltrator,2003,NetherockLtd.,Action;Shooter;Third-Person;Historic,GameBoyAdvance,80,7.2,1-2 
3703,Rock 'N Roll Racing,2003,MassMedia,Driving;Racing;Arcade,GameBoyAdvance,80,8.4,1-2 
3704,Pro Race Driver,2003,Codemasters,Driving;Racing;GT / Street,Xbox,80,8.0,1-4 
3705,James Bond 007: NightFire,2002,EurocomEntertainmentSoftware,Action;Shooter;First-Person;Modern,GameCube,80,8.5,1-4 
3706,Robin Hood: The Legend of Sherwood,2002,Spellbound,Strategy;Real-Time;Fantasy;General;Fantasy,PC,80,8.4,No Online Multiplayer
3707,Kelly Slater's Pro Surfer,2002,Treyarch,Sports;Alternative;Surfing,GameCube,80,tbd,1-2 
3708,Soldier of Fortune II: Double Helix,2002,RavenSoftware,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,80,7.3,1-64 
3709,World Rally Championship,2002,EvolutionStudios,Driving;Racing;Rally / Offroad,PlayStation2,80,8.7,1-2 
3710,Baseball Advance,2002,Smilebit,Sports;Traditional;Baseball;Arcade,GameBoyAdvance,80,7.8,1 Player
3711,Max Payne,2001,RockstarToronto,Action;Shooter;Third-Person;Modern,PlayStation2,80,8.4,1 Player
3712,Oddworld: Munch's Oddysee,2001,OddworldInhabitants,Action;Platformer;3D,Xbox,80,8.6,1 Player
3713,RollerCoaster Tycoon: Loopy Landscapes,2000,ChrisSawyer,Strategy;Tycoon;Management;Business / Tycoon,PC,80,8.9,1 Player
3714,Madden NFL 15,2014,EASports,Sports;Traditional;Team;Football;Sim,XboxOne,80,6.3,not specified
3715,Ys: The Oath in Felghana,2010,Falcom,Role-Playing;General;Action RPG,PSP,80,8.4,not specified
3716,1979 Revolution: Black Friday,2016,"N-FusionInteractiveEntertainmentCorp.,iNKStories",Adventure;General,PC,80,7.7,No Online Multiplayer
3717,The Awesome Adventures of Captain Spirit,2018,DONTNODEntertainment,Action Adventure;General,PC,80,7.8,No Online Multiplayer
3718,Space Invaders Infinity Gene,2010,TaitoCorporation,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Vertical,Xbox360,80,8.5,not specified
3719,Toki Tori,2010,TwoTribes,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PC,80,7.8,No Online Multiplayer
3720,UEFA EURO 2008,2008,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,80,8.4,4  Online
3721,Beaterator,2009,RockstarLeeds,Miscellaneous;Music Maker;Music Maker;Application,PSP,80,7.8,not specified
3722,Ys Seven,2017,Falcom,Role-Playing;Action RPG,PC,80,7.8,No Online Multiplayer
3723,Lunar: Silver Star Harmony,2010,GameArts,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,80,7.7,not specified
3724,Atelier Rorona Plus: The Alchemist of Arland,2014,Gust,Role-Playing;General;Japanese-Style,PlayStation3,80,8.1,not specified
3725,Alan Wake: The Writer,2010,RemedyEntertainment,Action Adventure;Modern;Horror;Survival,Xbox360,80,7.3,not specified
3726,Pinball FX2 VR,2016,ZenStudios,Action;Miscellaneous;General;Pinball,PlayStation4,80,6.7,not specified
3727,RoboBlitz,2006,NakedSkyEntertainment,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,8.3,1 Player
3728,Lazy Raiders,2010,SarbakanInc.,Action;General;General,Xbox360,80,8.8,not specified
3729,The Bigs 2,2009,BlueCastleGames,Sports;Traditional;Team;Baseball;Arcade;Arcade,PlayStation3,80,7.6,not specified
3730,A Way Out,2018,Hazelight,Action;Action Adventure;General,PC,80,7.5,2 
3731,Cities: Skylines - Natural Disasters,2016,ColossalOrder,Strategy;Management;Government,PC,80,6.1,not specified
3732,The Evil Within: The Assignment,2015,TangoGameworks,Action Adventure;Survival,PlayStation4,80,8.7,not specified
3733,Wargame: AirLand Battle,2013,EugenSystems,Strategy;Real-Time;Historic;Historic;Tactics,PC,80,8.1,not specified
3734,Football Manager 2015,2014,SportsInteractive,Sports;Traditional;Team;Soccer;Management,PC,80,6.1,not specified
3735,Tom Clancy's The Division,2016,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,PlayStation4,80,7.0,Up to 24 
3736,TrackMania United,2006,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,80,9.0,32  Online
3737,The Suffering,2004,SurrealSoftware,Action Adventure;Horror;Horror;Survival,PC,80,8.3,1 Player
3738,Pac-Man Championship Edition 2 Plus,2018,BandaiNamcoGames,Action;Arcade,Switch,80,7.8,not specified
3739,MLB,2005,989Sports,Sports;Traditional;Baseball;Sim;Sim,PSP,80,7.9,2  Online
3740,Pro Evolution Soccer 2014,2013,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,80,4.2,not specified
3741,Dead or Alive 5 Plus,2013,TeamNinja,Action;Fighting;Fighting;3D;3D,PlayStationVita,80,8.0,2 
3742,Gish,2004,ChronicLogic,Action;Platformer;Platformer;2D;2D,PC,80,7.1,1-2 
3743,Downwell,2016,Moppin,Action;General,PlayStation4,80,7.2,not specified
3744,Axiom Verge,2015,TomHapp,Action Adventure;Sci-Fi;Sci-Fi;General,PC,80,8.1,No Online Multiplayer
3745,Dark Souls II: Crown of the Sunken King,2014,NamcoBandaiGames,Role-Playing;Action RPG,Xbox360,80,8.1,not specified
3746,LEGO Star Wars: The Complete Saga,2007,TTFusion,Action;Action Adventure;Sci-Fi;General,DS,80,5.4,No Online Multiplayer
3747,Rabi-Ribi,2017,CreSpirit,Action;Platformer;2D,PlayStation4,80,7.1,not specified
3748,Batman: The Enemy Within - The Telltale Series,2017,TelltaleGames,Adventure;Point-and-Click,PC,80,6.0,No Online Multiplayer
3749,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016,TelltaleGames,Action;Adventure;General;Point-and-Click,PlayStation4,80,6.6,not specified
3750,NBA Live 10,2009,EACanada,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,80,7.7,not specified
3751,Battlefield 2: Modern Combat,2005,DigitalIllusions,Action;Shooter;First-Person;Tactical;Modern,Xbox,80,8.2,32  Online
3752,Driver: San Francisco,2011,UbisoftReflections,Driving;Racing;Mission-based;Arcade;Mission-based;Automobile,PC,80,7.1,not specified
3753,Geometry Wars: Galaxies,2007,KujuEntertainment,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,Wii,80,8.2,1-2 
3754,Wii Fit,2008,Nintendo,Sports;Miscellaneous;General;Exercise / Fitness,Wii,80,7.7,1 Player
3755,King's Quest Chapter 1: A Knight to Remember,2015,TheOddGentlemen,Adventure;General,XboxOne,80,7.8,not specified
3756,Stealth Inc: A Clone in the Dark,2013,CurveStudios,Action;Platformer;Platformer;2D;2D,PlayStation3,80,8.0,not specified
3757,Hatsune Miku: Project Mirai DX,2015,Sega,Miscellaneous;Action;Rhythm;Music,3DS,80,8.1,not specified
3758,Nobunaga's Ambition: Sphere of Influence,2015,KoeiTecmoGames,Strategy;Turn-Based;General,PlayStation4,80,7.5,No Online Multiplayer
3759,The Corporate Machine,2001,Stardock,Strategy;General;General;Management;Business / Tycoon,PC,80,7.5,1 Player
3760,Bit.Trip Core,2009,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Wii,80,8.1,1-2 
3761,Game of Thrones: Episode Four - Sons of Winter,2015,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,80,7.1,not specified
3762,Dungeons & Dragons: Chronicles of Mystara,2013,IronGalaxyStudios,Action;Miscellaneous;Beat-'Em-Up;Compilation,PC,80,6.7,not specified
3763,Sonic's Ultimate Genesis Collection,2009,BackboneEntertainment,Miscellaneous;Compilation;Compilation,PlayStation3,80,8.6,No Online Multiplayer
3764,Final Fantasy Crystal Chronicles: My Life as a King,2008,SquareEnix,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,Wii,80,7.0,1 Player
3765,Elite: Dangerous,2015,FrontierDevelopments,Simulation;Space;Civilian,XboxOne,80,7.2,Up to 16 
3766,Need for Speed Most Wanted,2005,EACanada,Driving;Racing;GT / Street,GameCube,80,8.7,1-2 
3767,NCAA March Madness 2005,2004,EACanada,Sports;Traditional;Basketball;Sim,Xbox,80,7.8,2  Online
3768,Disciples II: Rise of the Elves,2003,StrategyFirst,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,80,8.2,1-4 
3769,Amped 2,2003,IndieBuilt,Sports;Alternative;Snowboarding,Xbox,80,7.7,1-8 
3770,Def Jam Vendetta,2003,AkiCorp.,Action;Fighting;Wrestling,PlayStation2,80,8.7,1-4 
3771,Capcom vs. SNK 2 EO,2003,Capcom,Action;Fighting;2D,Xbox,80,8.8,1-2 
3772,MechCommander 2,2001,MicrosoftGameStudios,Strategy;General;General,PC,80,8.4,1-8 
3773,Dark Cloud,2001,Level5,Role-Playing;Action RPG,PlayStation2,80,8.1,1 Player
3774,Waterloo: Napoleon's Last Battle,2001,BreakAwayGames,Strategy;General;General,PC,80,7.5,1-8 
3775,Vanishing Point,2000,ClockworkGames,Driving;Racing;Arcade,Dreamcast,80,7.6,not specified
3776,Chessmaster 8000,2000,Mattel,Action;Miscellaneous;General;General;Board / Card Game,PC,80,6.7,1-2 
3777,Circle of Blood,1996,RevolutionSoftware,Adventure;General;General;Point-and-Click,PC,80,8.6,1 Player
3778,Gravity Rush Remastered,2016,BluepointGames,Action;Action Adventure;Platformer;Open-World;3D,PlayStation4,80,8.3,No Online Multiplayer
3779,Mega Man X Legacy Collection 1 + 2,2018,Capcom,Miscellaneous;Compilation,Switch,80,8.2,No Online Multiplayer
3780,Youropa,2018,frecleApS,Action Adventure;General,PC,80,7.0,No Online Multiplayer
3781,BioShock Infinite: Burial at Sea - Episode Two,2014,IrrationalGames,Shooter;Sci-Fi;Action;Shooter;First-Person;Sci-Fi;Arcade,PC,80,8.5,not specified
3782,The Walking Dead: Season Two Episode 1 - All That Remains,2013,TelltaleGames,General;Action;Adventure;General;Point-and-Click,Xbox360,80,8.6,not specified
3783,S.T.A.L.K.E.R.: Call of Pripyat,2010,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,80,8.7,Online Multiplayer
3784,The Walking Dead: Season Two - A Telltale Games Series,2013,TelltaleGames,Action;Adventure;General;General;Point-and-Click,PC,80,8.3,No Online Multiplayer
3785,FLY'N,2012,Ankama,Miscellaneous;Puzzle;General;Puzzle;General,PC,80,8.1,not specified
3786,Karaoke Revolution Party,2005,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,Xbox,80,tbd,1-8 
3787,Yourself!Fitness,2004,Respondesign,Miscellaneous;Edutainment,Xbox,80,7.9,1 Player
3788,Total War: Attila,2015,CreativeAssembly,Strategy;Real-Time;General;Historic,PC,80,7.4,not specified
3789,Battle Chasers: Nightwar,2018,AirshipSyndicateEntertainment,Role-Playing;Action RPG;Japanese-Style,Switch,80,8.0,No Online Multiplayer
3790,The Wolf Among Us,2013,TelltaleGames,Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,80,8.8,not specified
3791,Kirby & the Amazing Mirror,2004,Flagship,Action;Platformer;2D,GameBoyAdvance,80,8.8,1-4 
3792,Tiger Woods PGA Tour 12: The Masters,2011,ElectronicArts,Sports;Traditional;Individual;Golf;Sim;Sim,Xbox360,80,6.0,4  Online
3793,LEGO Star Wars: The Complete Saga,2007,Traveller'sTales,Action;General;General,PlayStation3,80,6.9,2  Online
3794,EVERYTHING,2017,DavidOReilly,Action Adventure;Adventure;General,PlayStation4,80,7.1,No Online Multiplayer
3795,Naruto: The Broken Bond,2008,UbisoftMontreal,Action Adventure;Adventure;3D;Open-World;First-Person;Fantasy;Fantasy,Xbox360,80,7.8,2  Online
3796,Nancy Drew: Secret of the Old Clock,2005,HerInteractive,Adventure;First-Person;Point-and-Click;Modern;Modern,PC,80,8.2,No Online Multiplayer
3797,The Banner Saga 3,2018,Stoic,Strategy;Turn-Based;Tactics,PlayStation4,80,6.6,No Online Multiplayer
3798,VVVVVV,2017,TerryCavanagh,Action;Platformer;2D,Switch,80,8.2,not specified
3799,TowerFall Ascension,2017,MattMakesGamesInc.,Action;General,XboxOne,80,6.6,not specified
3800,ArcheAge,2014,XLGAMES,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,80,3.7,not specified
3801,Worms: Open Warfare 2,2007,"Team17,TwoTribes",Strategy;Turn-Based;Fantasy;Fantasy;Artillery,PSP,80,8.0,4  Online
3802,Resident Evil: Revelations,2013,Capcom,Action Adventure;Horror;Horror;Survival,WiiU,80,7.6,2 
3803,Call of Duty: WWII,2017,SledgehammerGames,Action;Shooter;First-Person;Arcade,XboxOne,80,4.1,Up to 18 
3804,SMITE,2015,Hi-RezStudios,Strategy;Real-Time;MOBA,XboxOne,80,7.5,Up to 10 
3805,Thomas Was Alone,2013,MikeBithell,Action;Platformer;Platformer;2D;2D,PlayStation3,80,6.7,1 Player
3806,World of Tanks,2016,Wargaming.net,Action;Shooter;Third-Person;Tactical,PlayStation4,80,5.7,Up to 30 
3807,Pushmo World,2014,IntelligentSystems,Miscellaneous;Puzzle;Logic,WiiU,80,8.0,not specified
3808,CAPSIZED,2011,Alientrap,Action;Platformer;Platformer;2D;2D,PC,80,7.2,No Online Multiplayer
3809,Skate 3,2010,EABlackBox,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PlayStation3,80,7.7,Up to 6 
3810,Pro Evolution Soccer 2019,2018,Konami,Sports;Team;Soccer;Sim,PlayStation4,80,7.7,Up to 22 
3811,Enslaved: Odyssey to the West,2010,NinjaTheory,Action Adventure;Modern;General;Modern,PlayStation3,80,7.5,No Online Multiplayer
3812,FlatOut: Ultimate Carnage,2007,Bugbear,Driving;Racing;Demolition Derby;Arcade;Demolition Derby;Automobile,Xbox360,80,8.5,8  Online
3813,Layers of Fear: Legacy,2018,BlooberTeam,Adventure;3D;First-Person,Switch,80,7.8,No Online Multiplayer
3814,Middle-earth: Shadow of War,2017,MonolithProductions,Action Adventure;Open-World,PlayStation4,80,3.8,No Online Multiplayer
3815,Zero Escape: Zero Time Dilemma,2017,AksysGames,Adventure;Visual Novel,PlayStation4,80,7.2,not specified
3816,Tales of Berseria,2017,BandaiNamcoGames,Japanese-Style;Role-Playing;Action RPG,PC,80,8.0,No Online Multiplayer
3817,World of Van Helsing: Deathtrap,2016,NeocoreGames,Strategy;General,XboxOne,80,6.9,not specified
3818,BADLAND: Game of the Year Edition,2015,Frogmind,Action;Action Adventure;Arcade;Linear,WiiU,80,7.5,not specified
3819,Ziggurat,2015,MilkstoneStudios,Action;Shooter;First-Person;Arcade,PlayStation4,80,7.0,not specified
3820,Hitman: Sniper Challenge,2012,IoInteractive,Action Adventure;Modern;General;Modern,Xbox360,80,7.7,not specified
3821,Sonic CD,2011,Sega,Action;Platformer;Platformer;2D;2D,PlayStation3,80,8.4,not specified
3822,Microsoft Flight Simulator X,2006,MicrosoftGameStudios,Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,80,7.6,32  Online
3823,Metal Gear Acid 2,2006,KojimaProductions,Strategy;Turn-Based;Modern;Modern;Card Battle,PSP,80,8.2,1-2 
3824,Myst V: End of Ages,2005,CyanWorlds,Adventure;3D;First-Person;Fantasy;Fantasy,PC,80,8.0,1 Player
3825,Star Ocean: Till the End of Time,2004,Tri-Ace,Role-Playing;Action RPG,PlayStation2,80,7.7,1-2 
3826,Railroad Tycoon 3,2003,PopTopSoftware,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,80,7.7,1-4 
3827,Otogi: Myth of Demons,2003,FromSoftware,Action Adventure;Fantasy,Xbox,80,8.5,1 Player
3828,Sega Soccer Slam,2002,BlackBox,Sports;Traditional;Soccer;Arcade,Xbox,80,8.5,1-4 
3829,World of Outlaws: Sprint Cars 2002,2002,Ratbag,Driving;Racing;Rally / Offroad,PlayStation2,80,8.3,1-2 
3830,Wave Race: Blue Storm,2001,Nintendo,Driving;Racing;Snow / Water,GameCube,80,8.3,not specified
3831,Phantasy Star Online Ver. 2,2001,SonicTeam,Role-Playing;General,Dreamcast,80,8.5,not specified
3832,Hostile Waters: Antaeus Rising,2001,RageSoftware,Strategy;General;General,PC,80,8.0,1 Player
3833,Crazy Taxi,2001,AcclaimStudiosCheltenham,Driving;Racing;Arcade,PlayStation2,80,7.8,1 Player
3834,Forza Motorsport 5,2013,Turn10,GT / Street;Driving;Racing;Simulation;GT / Street;Automobile,XboxOne,79,6.0,Up to 16 
3835,Dustforce,2012,Hitbox,Action;Platformer;Platformer;2D;2D,PC,79,7.9,not specified
3836,Hitman: Absolution,2012,IoInteractive,Action Adventure;Modern;General;Modern,Xbox360,79,7.1,not specified
3837,WWE SmackDown vs. Raw 2009,2008,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,79,7.1,Up to 4 
3838,Skylanders Imaginators,2016,ToysforBob,Action;Platformer;3D,PlayStation4,79,5.3,not specified
3839,Empire Earth II,2005,MadDocSoftware,Strategy;Real-Time;Historic;General;Historic,PC,79,7.1,10  Online
3840,LocoRoco 2 Remastered,2017,SCEJapanStudio,Action;Platformer;2D,PlayStation4,79,7.2,not specified
3841,Wolfenstein: The New Order,2014,MachineGames,General;Shooter;Historic;Action;Shooter;First-Person;Historic;Arcade,PlayStation4,79,8.1,not specified
3842,Fallout 3: Point Lookout,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,PC,79,7.8,1 Player
3843,Fractured Space,2016,EdgeCaseGames,Sci-Fi;Strategy;Real-Time;General,PC,79,7.8,Online Multiplayer
3844,Resident Evil 5: Lost in Nightmares,2010,Capcom,Action Adventure;Horror;Horror;Survival,Xbox360,79,7.7,not specified
3845,Test Drive Unlimited,2007,EdenStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,79,8.1,1 Player
3846,Yakuza 3,2010,RyugaGotokuStudios,Action Adventure;Modern;Modern;Open-World,PlayStation3,79,8.2,1 Player
3847,Chess Ultra,2017,Ripstone,Miscellaneous;Board / Card Game,Switch,79,7.8,2 
3848,Kameo: Elements of Power,2005,RareLtd.,Action Adventure;Fantasy;General;Fantasy,Xbox360,79,8.0,1-2 
3849,FIFA Soccer,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStationVita,79,7.1,not specified
3850,NBA Jam,2010,EACanada,Sports;Traditional;Team;Basketball;Arcade;Arcade,Wii,79,8.5,not specified
3851,The Magic Circle,2015,"Questionary,Question",Adventure;3D;First-Person,PC,79,7.3,No Online Multiplayer
3852,The King of Fighters XIII,2011,SNKPlaymore,Action;Fighting;Fighting;2D;2D,Xbox360,79,8.2,not specified
3853,Rock Band Unplugged,2009,"HarmonixMusicSystems,BackboneEntertainment",Action;Miscellaneous;Rhythm;Music;Music,PSP,79,8.6,not specified
3854,The Path,2009,TaleofTales,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,79,7.0,1 Player
3855,The Pinball of the Dead,2002,Sega,Miscellaneous;Parlor;Pinball,GameBoyAdvance,79,tbd,1 Player
3856,Metroid: Other M,2010,TeamNinja,Action;Action Adventure;Shooter;Sci-Fi;Sci-Fi;General;Third-Person;Sci-Fi,Wii,79,6.7,1 Player
3857,Shin Megami Tensei: Devil Survivor 2,2012,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,79,8.1,No Online Multiplayer
3858,Dungeon of the Endless,2014,AmplitudeStudios,Strategy;Real-Time;General;Fantasy,PC,79,7.9,Online Multiplayer
3859,Sesame Street: Once Upon a Monster,2011,DoubleFineProductions,Miscellaneous;Edutainment;Adventure;3D;Fantasy;Third-Person;Fantasy,Xbox360,79,6.9,1-2 
3860,Revenge of the Titans,2010,PuppyGames,Strategy;Real-Time;Fantasy;General;Fantasy,PC,79,7.6,No Online Multiplayer
3861,Bookworm Adventures: Volume 2,2009,PopCap,Miscellaneous;Puzzle;Puzzle;Puzzle;Logic;Logic,PC,79,7.6,not specified
3862,R-Type Final,2004,Irem,Action;Shooter;Scrolling,PlayStation2,79,8.7,1 Player
3863,Hunter: The Reckoning,2002,HighVoltageSoftware,Action;Beat-'Em-Up,Xbox,79,8.4,1-4 
3864,F1 2001,2001,EASports,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,79,6.9,1-8 
3865,Tokyo Xtreme Racer 2,2000,Genki,Driving;Mission-based,Dreamcast,79,8.6,not specified
3866,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,79,7.4,not specified
3867,Street Fighter X Tekken,2012,Capcom,Action;Fighting;Fighting;3D;2D;3D,PlayStationVita,79,7.5,Up to 8 
3868,Gears of War 2: All Fronts Collection,2009,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,7.8,10  Online
3869,Brothers in Arms: Hell's Highway,2008,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79,7.9,No Online Multiplayer
3870,Banjo-Kazooie: Nuts & Bolts,2008,RareLtd.,Action;Platformer;Platformer;3D;3D,Xbox360,79,6.7,8  Online
3871,Slayaway Camp: Butcher's Cut,2018,BlueWizardDigital,Puzzle;Action,Switch,79,7.4,No Online Multiplayer
3872,Detention,2018,RedCandleGame,Adventure;General,Switch,79,7.8,No Online Multiplayer
3873,Space Invaders Extreme,2018,TaitoCorporation,Action;Shooter;Shoot-'Em-Up;Vertical,PC,79,tbd,not specified
3874,The Metronomicon: Slay the Dance Floor,2017,Puuba,Action;Rhythm;Music,PlayStation4,79,7.0,not specified
3875,SOMA,2015,FrictionalGames,Horror;Horror;Action Adventure;Survival,PlayStation4,79,8.2,not specified
3876,Star Wars: Empire at War,2006,Petroglyph,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,79,8.3,8  Online
3877,The Bigs,2007,BlueCastleGames,Sports;Traditional;Team;Baseball;Arcade;Arcade,Xbox360,79,8.4,1-4 
3878,EA Sports MMA,2010,EATiburon,Action;Sports;Fighting;Fighting;Individual;Wrestling;Wrestling;Combat;Boxing / Martial Arts,Xbox360,79,8.0,not specified
3879,A Way Out,2018,Hazelight,Action Adventure;General,XboxOne,79,7.6,2 
3880,A Hat in Time,2017,GearsforBreakfast,Action;Platformer;3D,PlayStation4,79,7.6,No Online Multiplayer
3881,Scribblenauts,2009,5THCell,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,DS,79,7.6,not specified
3882,Europa Universalis: Rome - Vae Victis,2008,ParadoxDevelopmentStudio,Strategy;General;General,PC,79,8.6,32  Online
3883,NHL 07,2006,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,79,5.3,4  Online
3884,The Walking Dead: Episode 1 - A New Day,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,Xbox360,79,8.0,1 Player
3885,GoNNER,2017,ArtinHeart,Action;Platformer;2D,Switch,79,7.6,No Online Multiplayer
3886,Life is Strange: Before the Storm - Episode 2: Brave New World,2017,DeckNineGames,Action Adventure;General,PlayStation4,79,8.2,not specified
3887,Sonic Colors,2010,DimpsCorporation,Action;Platformer;Platformer;2D;2D;3D,DS,79,7.9,not specified
3888,Silent Hunter: Wolves of the Pacific,2007,UbisoftRomania,Simulation;Submarine;Submarine;Marine;Combat,PC,79,7.1,8  Online
3889,Dead or Alive: Dimensions,2011,TeamNinja,Action;Fighting;Fighting;3D;3D,3DS,79,8.1,2  Online
3890,For the King,2018,IronOakGames,Role-Playing;Roguelike,PC,79,7.3,Online Multiplayer
3891,Rock Band 4,2015,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,79,6.5,Up to 4 
3892,Dishonored: The Knife of Dunwall,2013,ArkaneStudios,Action Adventure;Modern;General;Modern,Xbox360,79,7.6,not specified
3893,Need for Speed: Most Wanted - A Criterion Game,2012,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStationVita,79,7.6,not specified
3894,Battlefield 3: Armored Kill,2012,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PlayStation3,79,4.3,not specified
3895,Lost Planet: Extreme Condition,2007,Capcom,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,7.1,16  Online
3896,1701 A.D.,2006,RelatedDesigns,Strategy;Real-Time;Historic;General;Historic,PC,79,8.4,4  Online
3897,Stasis,2015,THEBROTHERHOOD,General;Miscellaneous;General,PC,79,7.6,not specified
