,appid,name,release_date,english,developer,publisher,platforms,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
618,700030,life is feudal mmo,2018-01-12,1,Bitbox Ltd.,Bitbox Ltd.,windows,0,0,1524,2223,77,77,50000-100000,0.0,143,life is feudal mmo,1,2018,314881,12852 hours,4627,45,945,423,17,24.5
619,700330,scp secret laboratory,2017-12-29,1,Northwood Studios,Northwood Studios,windows,0,29,19534,3621,216,46,2000000-5000000,0.0,105,scp secret laboratory,10,2020,1334406,14942 hours,117217,75,3116,1795,20,89.31
620,701160,kingdom two crowns,2018-12-11,1,Noio;Coatsink,Raw Fury,windows;mac,0,28,736,377,0,0,50000-100000,15.49,146,kingdom two crowns,12,2018,461244,7162 hours,10774,43,1208,620,9,64.4
621,702890,blazblue cross tag battle,2018-06-05,1,Arc System Works,Arc System Works,windows,0,42,1216,439,2721,3552,50000-100000,32.99,167,blazblue cross tag battle,8,2019,344093,3962 hours,99122,19,886,463,5,86.85
622,704270,generation zero,2019-03-26,1,Avalanche Publishing,Avalanche Publishing,windows,0,50,1377,1673,187,234,50000-100000,29.99,188,generation zero,3,2019,294832,14825 hours,24289,368,3392,396,19,19.89
623,704850,thief simulator,2018-11-09,1,Noble Muffins,PlayWay S.A.,windows,0,24,1854,528,133,147,100000-200000,15.49,184,thief simulator,11,2019,270498,2212 hours,24651,14,752,376,3,122.29
624,707140,chess,2017-09-19,1,baKno Games,baKno Games,windows;mac;linux,0,0,1,14,0,0,0-20000,3.99,22,chess,4,2021,16985289,98570 hours,163548,303,13061,23623,137,172.32
625,711660,chuchel,2018-03-07,1,Amanita Design,Amanita Design,windows;mac,0,7,976,335,245,245,100000-200000,7.99,162,chuchel,3,2018,244121,1158 hours,37133,16,545,328,1,210.81
626,712100,total war saga thrones of britannia,2018-05-02,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,137,3386,2579,279,399,100000-200000,29.99,141,total war saga thrones of britannia,5,2018,377256,8456 hours,18461,123,1143,507,11,44.61
627,720250,welcome to the game 2,2018-04-03,1,Reflect Studios,Reflect Studios,windows;mac,18,27,622,143,139,143,20000-50000,7.19,148,welcome to the game 2,5,2020,875228,4201 hours,48253,20,877,1177,5,208.34
628,722580,dreadnought,2017-11-02,1,The Sherrinford,The Sherrinford,windows,0,8,2,0,0,0,0-20000,2.89,199,dreadnought,12,2017,163610,4758 hours,7277,23,615,220,6,34.39
629,724490,protocol,2018-11-20,1,Fair Games Studio,Fair Games Studio,windows,0,51,95,43,0,0,0-20000,15.49,172,protocol,11,2018,280309,408 hours,25854,9,91,389,0,687.03
630,728540,islands of nyne battle royale,2018-07-12,1,Define Human Studios,Define Human Studios,windows,0,0,3562,3042,80,114,200000-500000,0.0,43,islands of nyne battle royale,7,2018,2274384,81053 hours,98062,790,13230,3061,109,28.06
631,728880,overcooked 2,2018-08-07,1,Ghost Town Games Ltd.;Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,40,5362,1274,359,482,200000-500000,19.99,197,overcooked 2,6,2019,311798,6614 hours,26341,30,2459,433,9,47.14
632,729040,borderlands,2019-04-03,1,Gearbox Software;Blind Squirrel Games,2K,windows,18,80,1648,920,408,278,100000-200000,24.99,55,borderlands,4,2019,1772278,80946 hours,30059,834,12746,2464,112,21.89
633,730310,dynasty warriors 9,2018-02-13,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,44,1487,4620,188,193,1000000-2000000,0.0,169,dynasty warriors 9,2,2018,202739,13192 hours,7026,129,1786,302,19,15.37
634,731490,crash bandicoot n sane trilogy,2018-06-29,1,Vicarious Visions;Iron Galaxy,Activision,windows,0,74,3555,237,3530,3530,100000-200000,34.99,179,crash bandicoot n sane trilogy,1,2019,386777,6502 hours,159634,27,2796,520,8,59.49
635,733790,not tonight,2018-08-17,1,PanicBarn,No More Robots,windows,0,15,461,88,505,505,20000-50000,15.49,177,not tonight,8,2018,250367,1767 hours,27338,20,476,336,2,141.69
636,736220,post scriptum,2018-08-09,1,Periscope Games,Offworld Industries,windows,0,0,2889,1556,607,845,100000-200000,24.5,111,post scriptum,7,2018,628543,9431 hours,28921,142,1589,845,12,66.65
637,736260,baba is you,2019-03-13,1,Hempuli Oy,Hempuli Oy,windows;mac;linux,0,18,1300,26,32,32,50000-100000,11.39,157,baba is you,4,2019,386564,8372 hours,12312,30,1846,537,11,46.17
638,738520,breathedge,2018-09-13,1,RedRuins Softworks,RedRuins Softworks,windows,0,9,2867,229,345,345,50000-100000,12.39,143,breathedge,3,2021,1235065,20608 hours,42397,158,2645,1662,27,59.93
639,738540,tales of vesperia,2019-01-10,1,QLOC;BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,53,555,66,9848,9848,20000-50000,34.99,132,tales of vesperia,1,2019,573839,31646 hours,8935,211,2439,772,42,18.13
640,744190,rusty lake paradise,2018-01-11,1,Rusty Lake,Rusty Lake,windows;mac,0,50,1004,63,274,328,50000-100000,2.89,174,rusty lake paradise,1,2018,257303,1488 hours,12456,18,392,346,2,172.92
641,745120,pinball,2017-11-10,1,baKno Games,baKno Games,windows;mac;linux,0,0,1,3,0,0,0-20000,3.99,175,pinball,1,2016,188826,926 hours,21566,14,121,254,1,203.92
642,750920,shadow of the tomb raider,2018-09-14,1,Eidos-Montréal;Crystal Dynamics;Nixxes software,Square Enix,windows,18,99,10832,4408,672,733,500000-1000000,44.99,161,shadow of the tomb raider,10,2018,305143,38377 hours,5948,198,7223,410,51,7.95
643,751780,forager,2019-04-18,1,HopFrog,Humble Bundle,windows;linux,0,84,1666,209,587,587,100000-200000,14.99,148,forager,5,2019,452316,19188 hours,17609,97,3728,608,25,23.57
644,753230,stay,2018-05-16,1,Appnormals Team,PQube Limited,windows;mac,0,31,240,102,0,0,50000-100000,9.29,174,stay,5,2018,245733,538 hours,15028,8,133,330,0,456.75
645,753420,dungreed,2018-02-14,1,TEAM HORAY,TEAM HORAY,windows;mac,0,16,2104,305,951,951,100000-200000,7.19,60,dungreed,3,2018,1187313,12375 hours,34086,78,2398,1597,16,95.94
646,753930,gods basement,2018-10-16,1,Erebus,Erebus,windows,0,18,184,46,0,0,0-20000,11.39,148,gods basement,10,2018,360652,743 hours,30643,14,286,485,1,485.4
647,755790,ring of elysium,2018-09-19,1,Aurora Studio,TCH Scarlet Limited,windows,0,0,39746,13191,736,124,2000000-5000000,0.0,127,ring of elysium,8,2019,474000,40382 hours,53735,139,5602,637,54,11.74
648,758330,shenmue i 2,2018-08-21,1,D3T,SEGA,windows,0,55,732,65,105,105,20000-50000,24.99,139,shenmue i 2,8,2018,374583,6426 hours,10227,97,889,504,8,58.29
649,760060,mutant year zero road to eden,2018-12-04,1,The Bearded Ladies,Funcom,windows,0,36,5034,682,301,398,100000-200000,29.99,71,mutant year zero road to eden,12,2018,1357201,22041 hours,43432,196,3146,1826,29,61.58
650,761600,onimusha warlords,2019-01-15,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,16,55,395,30,56,56,0-20000,15.99,191,onimusha warlords,1,2019,342483,8441 hours,21726,137,1867,460,11,40.57
651,761890,albion online,2018-05-16,1,Sandbox Interactive GmbH,Sandbox Interactive GmbH,windows;mac;linux,0,93,1800,1420,448,852,100000-200000,0.0,175,albion online,4,2021,923519,53246 hours,21820,133,3241,1284,74,17.34
652,764050,maelstrom,2018-04-11,1,"Gunpowder Games, LLC","Gunpowder Games, LLC",windows,0,0,640,107,0,0,20000-50000,15.49,122,maelstrom,4,2018,412819,5043 hours,38032,51,916,574,7,81.86
653,764790,the messenger,2018-08-30,1,Sabotage,Devolver Digital,windows,0,40,1846,90,0,0,50000-100000,15.49,188,the messenger,1,2019,346553,5746 hours,151270,25,1012,466,7,60.31
654,766370,dying light bad blood,2018-09-13,1,Techland,Techland Publishing,windows,0,0,860,351,103,108,20000-50000,15.49,96,dying light bad blood,9,2018,589867,6088 hours,41658,85,1638,820,8,96.89
655,766570,russian fishing 4,2018-06-15,1,Russian Fishing,Russian Fishing,windows,0,114,2103,1062,5647,597,500000-1000000,0.0,199,russian fishing 4,11,2019,232381,13094 hours,1432,45,759,323,18,17.75
656,770240,pro evolution soccer 2019,2018-08-29,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,0,1619,2217,0,0,200000-500000,24.99,122,pro evolution soccer 2019,9,2018,474645,23010 hours,6825,109,3226,660,32,20.63
657,774461,the jackbox party pack 5,2018-10-17,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,20,242,63,108,156,50000-100000,23.79,131,the jackbox party pack 5,11,2018,454703,14429 hours,17014,128,3599,632,20,31.51
658,774861,project winter,2019-02-07,1,Other Ocean Interactive,Other Ocean Group,windows,0,53,187,81,0,0,0-20000,15.49,173,project winter,1,2021,745913,9102 hours,48846,49,1532,1003,12,81.95
659,785740,this is the police 2,2018-07-31,1,Weappy Studio,THQ Nordic,windows;mac;linux,0,12,1877,577,386,386,50000-100000,13.99,110,this is the police 2,8,2018,569861,8212 hours,19216,92,1314,766,11,69.39
660,787860,farming simulator 19,2018-11-19,1,Giants Software,Focus Home Interactive,windows;mac,0,23,5738,1708,1164,1394,500000-1000000,29.99,200,farming simulator 19,4,2021,771697,91602 hours,11019,319,7942,1073,127,8.42
661,794260,outward,2019-03-26,1,Nine Dots Studio,Deep Silver,windows,0,44,2647,978,1373,2315,100000-200000,34.99,164,outward,12,2020,786290,12620 hours,16433,56,1443,1058,16,62.31
662,794600,let it die,2018-09-26,1,"GRASSHOPPER MANUFACTURE INC.;SUPERTRICK  GAMES,Inc.",GungHo Online Entertainment America,windows,18,14,1377,677,106,135,500000-1000000,0.0,74,let it die,1,2017,751888,28901 hours,10765,102,5251,1011,38,26.02
663,809960,radical heights,2018-04-10,1,Boss Key Productions,Boss Key Productions,windows,0,0,5844,4206,46,13,1000000-2000000,0.0,86,radical heights,5,2018,761364,18271 hours,118141,123,5007,1024,24,41.67
664,812140,assassins creed odyssey,2018-10-05,1,Ubisoft Quebec;Ubisoft Montreal;Ubisoft Bucharest;Ubisoft Singapore;Ubisoft Montpellier;Ubisoft Kiev;Ubisoft Shanghai,Ubisoft,windows,0,82,20771,4528,3151,3581,1000000-2000000,49.99,190,assassins creed odyssey,7,2020,559442,63493 hours,13603,172,8618,752,85,8.81
665,813630,supraland,2019-04-05,1,Supra Games,Supra Games,windows,0,59,1041,41,0,0,50000-100000,15.49,198,supraland,5,2019,299286,1490 hours,24249,11,325,402,2,200.86
666,813820,realm royale,2018-06-05,1,Heroic Leap Games,Hi-Rez Studios,windows,0,22,17220,9825,360,107,2000000-5000000,0.0,188,realm royale,10,2019,313524,47953 hours,3234,172,6422,421,64,6.54
667,814380,sekiro shadows die twice,2019-03-21,1,FromSoftware,Activision (Excluding Japan and Asia);FromSoftware (Japan);方块游戏 (Asia),windows,18,34,21504,3019,2059,2212,2000000-5000000,49.9,190,sekiro shadows die twice,4,2021,841198,48052 hours,18159,137,6017,1169,66,17.51
668,815370,green hell,2018-08-29,1,Creepy Jar,Creepy Jar,windows,0,0,2767,516,663,1213,100000-200000,15.49,186,green hell,2,2021,664863,30036 hours,8658,175,4062,990,44,22.14
669,816020,jump force,2019-02-14,1,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,windows,0,50,1951,1530,338,369,50000-100000,49.99,51,jump force,2,2019,1660682,68155 hours,68421,697,18487,2474,101,24.37
670,816090,space hulk deathwing,2018-05-22,1,Streum On Studio,Focus Home Interactive,windows,0,23,1039,497,133,233,20000-50000,34.99,178,space hulk deathwing,12,2016,155377,4206 hours,31947,176,4,209,5,36.94
671,817130,wwe 2k19,2018-10-08,1,"Visual Concepts;Yuke's Co., LTD",2K,windows,16,47,648,446,0,0,20000-50000,39.99,104,wwe 2k19,10,2018,690243,34984 hours,33453,228,4693,928,47,19.73
672,817510,golfing over it with alva majo,2018-03-28,1,Majorariatto,Majorariatto,windows;mac;linux,0,12,472,218,0,0,100000-200000,3.99,59,golfing over it with alva majo,4,2018,1104220,6938 hours,43527,103,2668,1535,9,159.16
673,819500,fear the wolves,2019-02-06,1,Vostok Games,Focus Home Interactive,windows,0,22,928,952,0,0,0-20000,16.99,192,fear the wolves,7,2018,264157,3252 hours,50132,70,1279,355,4,81.23
674,823130,totally accurate battlegrounds,2018-06-05,1,Landfall,Landfall,windows,0,0,20961,4890,478,47,1000000-2000000,3.99,120,totally accurate battlegrounds,4,2021,1606679,39344 hours,79789,187,12797,2234,54,40.84
675,834530,yakuza kiwami,2019-02-19,1,SEGA,SEGA,windows,0,55,1449,116,1225,1225,50000-100000,14.99,164,yakuza kiwami,6,2018,332508,2358 hours,15575,12,377,462,3,141.01
676,838380,dead or alive 6,2019-02-28,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,36,1454,836,57,57,20000-50000,54.99,106,dead or alive 6,3,2019,667851,21260 hours,30823,139,3463,898,28,31.41
677,840140,the swordsmen 10,2018-07-26,1,上海杜昂网络科技有限公司,方块游戏(CubeGame),windows,0,61,1453,1395,828,828,50000-100000,22.49,185,the swordsmen 10,8,2018,241011,2480 hours,21449,21,227,324,3,97.18
678,840800,outlaws of the old west,2019-03-12,1,Virtual Basement LLC,Wandering Wizard,windows,0,0,1459,742,0,0,50000-100000,15.49,190,outlaws of the old west,3,2019,283490,18565 hours,8127,116,1823,381,24,15.27
679,841370,nba 2k19,2018-09-06,1,Visual Concepts,2K,windows,0,50,3093,8080,2901,2803,200000-500000,39.99,170,nba 2k19,5,2020,717093,15868 hours,2069,51,1724,965,21,45.19
680,845070,the awesome adventures of captain spirit,2018-06-25,1,DONTNOD Entertainment,Square Enix,windows,0,0,8077,667,68,65,500000-1000000,0.0,141,the awesome adventures of captain spirit,6,2018,407823,11897 hours,33924,343,6394,567,16,34.28
681,848450,subnautica below zero,2019-01-30,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;mac,0,0,4097,471,229,289,200000-500000,15.49,103,subnautica below zero,2,2020,830287,10109 hours,29209,52,1718,1194,14,82.13
682,858590,last tide,2018-08-27,1,Digital Confectioners,Digital Confectioners,windows,0,0,731,311,0,0,20000-50000,19.49,142,last tide,8,2018,356133,3285 hours,59571,82,1057,479,4,108.41
683,858810,dawn of man,2019-03-01,1,Madruga Works,Madruga Works,windows;mac,0,18,2757,706,667,654,200000-500000,19.49,112,dawn of man,3,2019,613272,15783 hours,31980,110,2465,825,21,38.86
684,860950,mark of the ninja,2018-10-09,1,Klei Entertainment,Klei Entertainment ,windows;mac;linux,16,38,802,47,162,289,50000-100000,15.49,186,mark of the ninja,7,2016,167880,341 hours,114059,8,101,225,0,492.32
685,864060,marble it up,2018-11-16,1,Blueteak;The Engine Company;Shapes and Lines;Arcturus Interactive,"Alvios, Inc.;Bad Habit Productions",windows;mac,0,24,177,10,8,8,0-20000,15.49,164,marble it up,11,2018,328398,592 hours,42256,9,218,456,0,554.73
686,872790,football manager 2019,2018-11-02,1,Sports Interactive,SEGA,windows;mac,0,77,2963,1004,3865,4453,200000-500000,37.99,197,football manager 2019,9,2019,247771,11860 hours,7349,59,1208,344,16,20.89
687,874240,mu legend,2018-08-06,1,WEBZEN,WEBZEN,windows,0,0,885,1050,129,178,200000-500000,0.0,98,mu legend,11,2017,509359,34037 hours,6090,276,3227,708,47,14.96
688,876330,revelation online,2018-08-07,1,Netease Games,My.com,windows,0,0,169,171,686,686,100000-200000,0.0,166,revelation online,3,2017,156326,24722 hours,3359,118,2195,210,33,6.32
689,879160,battlerite royale,2019-02-19,1,Stunlock Studios,Stunlock Studios,windows,0,0,2839,1725,639,812,200000-500000,0.0,67,battlerite royale,12,2018,1449280,23094 hours,39304,117,3499,1950,31,62.76
690,880940,pummel party,2018-09-20,1,Rebuilt Games,Rebuilt Games,windows,0,31,1368,306,211,268,100000-200000,11.39,125,pummel party,4,2021,1536232,30852 hours,53580,225,8857,2136,42,49.79
691,882790,fate seeker,2018-08-07,0,甲山林娛樂股份有限公司,甲山林娛樂股份有限公司,windows,0,80,2799,228,950,1434,100000-200000,15.8,182,fate seeker,8,2018,246994,2238 hours,10937,21,215,332,3,110.36
692,883710,resident evil 2,2019-01-24,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,43,24950,1075,841,843,1000000-2000000,44.99,170,resident evil 2,4,2021,1006434,70902 hours,11349,217,10665,1399,98,14.19
693,893180,catherine,2019-01-10,1,ATLUS,SEGA,windows,18,50,1073,187,355,355,20000-50000,14.99,173,catherine,9,2019,296831,1361 hours,23418,12,288,412,1,218.1
694,893520,creative destruction,2018-08-02,1,Titan Studio,Titan Studio,windows,0,0,4323,1127,459,178,500000-1000000,0.0,101,creative destruction,12,2018,685930,34775 hours,78972,123,6344,923,46,19.72
695,899440,god eater 3,2019-02-07,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,32,1882,562,1373,1373,50000-100000,39.99,176,god eater 3,2,2019,272711,17154 hours,29835,144,2866,406,25,15.9
696,905370,conquerors blade,2019-05-01,1,Booming Games,My.com,windows,0,0,259,235,0,0,0-20000,11.39,169,conquerors blade,4,2021,1006794,42052 hours,18498,128,2686,1400,58,23.94
697,909080,cube escape paradox,2018-09-20,1,Rusty Lake,Rusty Lake,windows;mac,0,28,1578,53,82,111,200000-500000,0.0,173,cube escape paradox,9,2018,275473,1316 hours,29101,17,396,383,1,209.33
698,914260,half dead 2,2019-03-01,1,Room710Games,Room710Games,windows,0,42,343,57,0,0,20000-50000,3.99,186,half dead 2,3,2019,303233,1293 hours,25071,16,615,408,1,234.52
699,914620,mist survival,2018-08-14,1,Rati Wattanakornprasit,Rati Wattanakornprasit,windows,0,0,2673,557,3925,7837,100000-200000,8.29,155,mist survival,8,2018,307401,5247 hours,32268,55,1062,413,7,58.59
700,915580,dungeon hunter champions,2018-12-19,1,Gameloft,Gameloft,windows,0,106,124,118,375,375,50000-100000,0.0,194,dungeon hunter champions,5,2018,202910,5227 hours,21603,24,369,273,7,38.82
701,920690,cardlife,2019-02-28,1,Freejam,Freejam,windows,0,0,555,318,0,0,20000-50000,11.39,174,cardlife,10,2018,275830,1864 hours,23117,26,432,371,2,147.98
702,921780,the dark occult,2018-09-25,1,RYM GAMES,RYM GAMES,windows,0,46,260,146,0,0,0-20000,11.5,94,the dark occult,10,2018,781332,11076 hours,27794,54,1953,1051,14,70.54
703,939960,far cry new dawn,2019-02-15,1,Ubisoft Montreal;Ubisoft Kiev;Ubisoft Shanghai,Ubisoft,windows,0,0,2755,1161,1597,1827,100000-200000,37.99,195,far cry new dawn,3,2019,266051,26660 hours,11016,131,7004,358,35,9.98
704,945360,among us,2018-11-16,1,Innersloth,Innersloth,windows,0,0,60,11,0,0,0-20000,3.99,20,among us,4,2021,19448312,348499 hours,374767,4332,87073,27049,484,55.81
705,960090,bloons td 6,2018-12-17,1,Ninja Kiwi,Ninja Kiwi,windows,0,49,516,251,2819,2819,200000-500000,6.99,171,bloons td 6,4,2021,988794,47391 hours,53024,187,9595,1375,65,20.86
706,962400,granny,2018-11-20,1,DVloper,DVloper,windows,0,0,214,27,0,0,0-20000,3.99,126,granny,11,2018,502047,327 hours,38386,9,119,698,0,1535.31
707,973760,thronebreaker the witcher tales,2018-11-09,1,CD PROJEKT RED,CD PROJEKT RED,windows,0,39,2686,387,3967,3967,100000-200000,23.39,150,thronebreaker the witcher tales,11,2018,369661,7395 hours,10363,49,959,514,10,49.99
708,977950,a dance of fire and ice,2019-01-24,1,7th Beat Games,7th Beat Games;indienova,windows;mac,0,20,1451,119,180,230,100000-200000,2.09,158,a dance of fire and ice,3,2019,395310,8576 hours,22735,62,3595,532,11,46.09
709,995460,miracle snack shop,2018-12-25,1,"TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.",windows,0,0,1079,29,816,816,20000-50000,7.19,184,miracle snack shop,1,2019,374368,3290 hours,22437,36,661,503,4,113.79
710,1025580,vainglory,2019-02-13,1,Super Evil Megacorp,Super Evil Megacorp,windows;mac,0,0,1211,739,0,0,200000-500000,0.0,84,vainglory,12,2017,680988,6987 hours,43162,22,687,916,9,97.47
711,1028820,horror stories,2019-02-21,1,RandomSpin,RandomSpin,windows,0,6,3,3,0,0,0-20000,2.89,199,horror stories,10,2016,124285,208 hours,29507,7,90,167,0,597.52
